task,model,selection_case,seed,seed_slot,error_key,selected_error,summary_best_point,line_label,run_path,epoch,metric_value
task31,graphconv,case14,42,0,PBL Mean,0.24143992522183585,89,task31|graphconv|case14|seed=42|bp=89|err=0.241440,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=42_case=case14_layers=10_lr=5e-4_25_260131_234120,89,0.24143992522183585
task31,graphconv,case14,42,0,PBL Mean,0.24143992522183585,89,task31|graphconv|case14|seed=42|bp=89|err=0.241440,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=42_case=case14_layers=10_lr=5e-4_25_260131_234120,94,0.23497625536778394
task31,graphconv,case14,42,0,PBL Mean,0.24143992522183585,89,task31|graphconv|case14|seed=42|bp=89|err=0.241440,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=42_case=case14_layers=10_lr=5e-4_25_260131_234120,99,0.24726327184368582
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,4,0.33656169351409465
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,9,0.3297978490591049
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,14,0.3417162863647237
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,19,0.3140036940574646
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,24,0.30056937740129586
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,29,0.29901891508523154
task31,graphconv,case14,43,1,PBL Mean,0.24044978268006267,94,task31|graphconv|case14|seed=43|bp=94|err=0.240450,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=43_case=case14_layers=10_lr=1e-4_80_260203_135218,34,0.2908506444271873
