task,model,selection_case,seed,seed_slot,error_key,selected_error,summary_best_point_raw,summary_best_point,curve_n_points,curve_first_epoch,curve_first_value,curve_mid_epoch,curve_mid_value,curve_last_epoch,curve_last_value,curve_best_epoch,curve_best_value,global_error_rank,line_label,run_path
task34,powerflownet,case14_30_118,43,1,PBL Mean,2.4870721291879128,99,99,20,4,6.390465778523478,54,2.974164931938566,99,2.4870721291879128,99,2.4870721291879128,35,task34|powerflownet|case14_30_118|seed=43|bp=99|err=2.487072,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case14_30_118/seed=43_case=case14_30_118_lr=1e-3_26_260212_113019
task34,powerflownet,case14_30_118,44,2,PBL Mean,2.500441715635102,89,89,20,4,10.942666443257496,54,2.8851179943002503,99,2.5261112538904977,89,2.500441715635102,36,task34|powerflownet|case14_30_118|seed=44|bp=89|err=2.500442,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case14_30_118/seed=44_case=case14_30_118_lr=5e-4_38_260215_211425
task34,powerflownet,case30_57_118,42,0,PBL Mean,2.5609085688303255,99,99,20,4,13.528802493522907,54,3.29606108521593,99,2.5609085688303255,99,2.5609085688303255,41,task34|powerflownet|case30_57_118|seed=42|bp=99|err=2.560909,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case30_57_118/seed=42_case=case30_57_118_lr=1e-3_8_260212_113019
task34,powerflownet,case30_57_118,43,1,PBL Mean,2.423626337071945,99,99,20,4,4.910330916273183,54,2.992614081193661,99,2.423626337071945,99,2.423626337071945,32,task34|powerflownet|case30_57_118|seed=43|bp=99|err=2.423626,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case30_57_118/seed=43_case=case30_57_118_lr=5e-4_20_260214_202959
task34,powerflownet,case30_57_118,44,2,PBL Mean,2.39638867100765,94,94,20,4,6.288778695566901,54,2.872894727978213,99,2.437991571837458,94,2.39638867100765,31,task34|powerflownet|case30_57_118|seed=44|bp=94|err=2.396389,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case30_57_118/seed=44_case=case30_57_118_lr=5e-4_36_260212_113019
task34,powerflownet,case30_57_500,42,0,PBL Mean,2.5338421494796357,84,84,20,4,12.465113302757,54,3.099386101139003,99,2.4378713790712685,99,2.4378713790712685,39,task34|powerflownet|case30_57_500|seed=42|bp=84|err=2.533842,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case30_57_500/seed=42_case=case30_57_500_lr=5e-4_7_260212_113019
task34,powerflownet,case30_57_500,43,1,PBL Mean,2.3584128448675417,99,99,20,4,5.305126642358714,54,3.0538580088779845,99,2.3584128448675417,99,2.3584128448675417,29,task34|powerflownet|case30_57_500|seed=43|bp=99|err=2.358413,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case30_57_500/seed=43_case=case30_57_500_lr=5e-4_23_260215_004154
task34,powerflownet,case30_57_500,44,2,PBL Mean,2.5621507501807708,89,89,20,4,6.9066471108074845,54,3.0257196616509865,99,2.5056353786896013,99,2.5056353786896013,42,task34|powerflownet|case30_57_500|seed=44|bp=89|err=2.562151,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case30_57_500/seed=44_case=case30_57_500_lr=5e-4_39_260212_113019
task34,powerflownet,case57_118_500,42,0,PBL Mean,2.506992751154406,99,99,20,4,11.153179992889536,54,2.774779231383883,99,2.506992751154406,89,2.4645771517835815,37,task34|powerflownet|case57_118_500|seed=42|bp=99|err=2.506993,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case57_118_500/seed=42_case=case57_118_500_lr=1e-3_9_260212_113019
task34,powerflownet,case57_118_500,43,1,PBL Mean,2.452354084314971,99,99,20,4,6.002352611771945,54,2.9189291781392592,99,2.452354084314971,99,2.452354084314971,34,task34|powerflownet|case57_118_500|seed=43|bp=99|err=2.452354,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case57_118_500/seed=43_case=case57_118_500_lr=5e-4_21_260212_113019
task34,powerflownet,case57_118_500,44,2,PBL Mean,2.5501006158261466,89,89,20,4,10.56339080991416,54,2.9700221470717727,99,2.491888695749743,99,2.491888695749743,40,task34|powerflownet|case57_118_500|seed=44|bp=89|err=2.550101,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task34/powerflownet/case57_118_500/seed=44_case=case57_118_500_lr=5e-4_37_260215_195021
